Name,PhoneNum,Address,Surplus,Solution,lon,lat,address,status_Color
Chilango's Bakery,(313) 554-0133,"5427 W Vernor Hwy Detroit, MI 48218",yes,gb model,-83.101022,42.3178299,"5427 vernor hwy, detroit, mi 48209, usa",pink
Tringali's Bakery,(586) 777-9010,"29100 Schoenherr Rd Warren, MI 48088",yes,ish,-82.98657949999999,42.5084433,"29100 schoenherr rd, warren, mi 48093, usa",purple
Zeman's Bakery,(248) 967-3905,"25258 Greenfield Rd Oak Park, MI 48237",yes,ish,-83.20102399999999,42.475879,"25258 greenfield rd, oak park, mi 48237, usa",purple
Tony Cannoli Sweets & Eats,(734) 672-6018,"16125 West Rd Trenton, MI 48183",yes,yes,-83.2169491,42.14025150000001,"16125 west rd, woodhaven, mi 48183, usa",red
Crispelli's Bakery,(248) 591-3800,"931 N Main St Royal Oak, MI 48067",yes,yes,-83.1450187,42.4974929,"931 n main st, royal oak, mi 48067, usa",red
Chez Pierre et Genevieve,(248) 731-7628,"6525 Telegraph Rd Bloomfield Hills, MI 48301",yes,ish,-83.28408859999999,42.5441991,"6525 telegraph rd, bloomfield hills, mi 48301, usa",purple
Cannelle Patisserie,(248) 822-4072,"159 N Eton Rd Birmingham, MI 48009",yes,no,-83.1963871,42.5480395,"159 n eton st, birmingham, mi 48009, usa",blue
La Michoacana Tortilla Bakery,(313) 554-4450,"3428 Bagley St Detroit, MI 48216",no,NA,-83.0853127,42.32338290000001,"3428 bagley st, detroit, mi 48216, usa",NA
New Delray Baking Company,(313) 683-1406,"14702 Allen Rd Taylor, MI 48180",NA,NA,-83.2290398,42.1996177,"14702 allen rd, taylor, mi 48180, usa",NA
Graf's Pastry,(248) 851-8181,"30010 W 12 Mile Rd Farmington Hills, MI 48334",NA,NA,-83.3469097,42.5000254,"30010 w 12 mile rd, farmington hills, mi 48334, usa",NA
Zerilli's Bakery,(586) 286-4650,"42171 Garfield Rd Clinton Township, MI 48038",NA,NA,-82.95366349999999,42.6067447,"42171 garfield rd, clinton twp, mi 48038, usa",NA
Mannino's Bakery,(586) 978-8166,"4062 17 Mile Rd Sterling Heights, MI 48310",yes,yes,-83.069397,42.5784586,"4062 17 mile rd, sterling heights, mi 48310, usa",red
Vitos Bakery,(586) 791-0360,"36578 Moravian Dr Clinton Township, MI 48035",yes,no,-82.94893739999999,42.5649125,"36578 moravian dr, clinton twp, mi 48035, usa",blue
Italia Bakery,(313) 846-4600,"5717 Schaefer Rd Dearborn, MI 48126",NA,NA,-83.1765608,42.3306931,"5717 schaefer rd, dearborn, mi 48126, usa",NA
New Yasmeen Bakery,(313) 582-6035,"13900 W Warren Ave Dearborn, MI 48126",yes,gb model,-83.1807682,42.3442098,"13900 w warren ave, dearborn, mi 48126, usa",pink
Boule Artisan Bakery,(734) 354-6980,"880 W Ann Arbor Trl Plymouth, MI 48170",NA,NA,-83.470096,42.370033,"880 w ann arbor trail, plymouth, mi 48170, usa",NA
Bakehouse 46,(313) 924-8451,"17118 Kercheval Grosse Pointe, MI 48230",yes,no,-82.9150978,42.3903826,"17118 kercheval ave, grosse pointe, mi 48230, usa",blue
Josef's European Pastry Shop,(313) 881-5710,"21150 Mack Ave Grosse Pointe, MI 48236",yes,ish,-82.9048949,42.449191,"21150 mack ave, grosse pointe woods, mi 48236, usa",purple
Detroit Cookie Company,(248) 246-8060,"23421 Woodward Ave Ferndale, MI 48220",yes,ish,-83.1389961,42.4662681,"23421 woodward ave, ferndale, mi 48220, usa",purple
QQ Bakery,(248) 588-9899,"30941 Dequindre Rd Madison Heights, MI 48071",yes,no,-83.08717829999999,42.5193557,"30941 dequindre rd, madison heights, mi 48071, usa",blue
East Detroit Bakery and Deli,(586) 776-6450,"17530 E 9 Mile Rd Eastpointe, MI 48021",NA,NA,-82.9411229,42.4647961,"17530 e 9 mile rd, eastpointe, mi 48021, usa",NA
Gateaux Patisserie,(313) 930-1113,"1006 S Military St Dearborn, MI 48124",NA,NA,-83.25143899999999,42.304095,"1006 s military st, dearborn, mi 48124, usa",NA
Sweetie Marie's,(866) 888-8152,"23055 Gratiot Ave Eastpointe, MI 48021",no,NA,-82.9566881,42.4676449,"23055 gratiot ave, eastpointe, mi 48021, usa",NA
Atko Market & Bakery,(734) 655-0011,"31245 Eight Mile Rd Livonia, MI 48152",yes,gb model,-83.35516969999999,42.4405644,"31245 eight mile rd, livonia, mi 48152, usa",pink
Bartz Bakery,(313) 562-0986,"1532 N Telegraph Rd Dearborn, MI 48128",yes,yes,-83.2717156,42.3220178,"1532 n telegraph rd, dearborn, mi 48128, usa",red
Dearborn Bakery,(313) 849-0004,"10012 Dix Dearborn, MI 48120",no,NA,-83.14486749999999,42.3052396,"10012 dix ave, dearborn, mi 48120, usa",NA
On the Rise Bakery,(313) 922-8510,"1780 Mt Elliott St Detroit, MI 48207",yes,yes,-83.0149045,42.3517817,"1780 mt elliott st, detroit, mi 48207, usa",red
Al Nour Bakery,(313) 945-5598,"13738 W Warren Ave Dearborn, MI 48126",NA,NA,-83.17887390000001,42.3441832,"13738 w warren ave, dearborn, mi 48126, usa",NA
Livonia Italian Bakery & Cafe,(248) 474-0444,"33615 7 Mile Rd Livonia, MI 48152",yes,gb model,-83.3796643,42.4255319,"33615 w seven mile rd, livonia, mi 48152, usa",pink
Heritage Bakery,(734) 464-1855,"37458 5 Mile Rd Livonia, MI 48154",NA,NA,-83.4137156,42.3967781,"37458 five mile rd, livonia, mi 48154, usa",NA
Peteet's Famous Cheesecakes,(248) 545-2253,"13835 W9 Mile Rd Oak Park, MI 48237",NA,NA,-83.18270509999999,42.4594803,"oak park, mi 48237, usa",NA
Dearborn Italian Bakery,(313) 274-2350,"24545 Ford Rd Dearborn, MI 48128",yes,gb model,-83.2781517,42.3266833,"24545 ford rd, dearborn, mi 48128, usa",pink
Beirut Bakery,(313) 533-4422,"25706 Schoolcraft Redford, MI 48239",NA,NA,-83.29438259999999,42.3856453,"25706 schoolcraft rd, redford charter twp, mi 48239, usa",NA
The Cheesecake Shop,(586) 773-2090,"23411 Greater Mack Ave Saint Clair Shores, MI 48080",yes,no,-82.8983575,42.4658349,"23411 greater mack ave, st clair shores, mi 48080, usa",blue
Donutville USA,(313) 582-0350,"14829 Ford Rd Dearborn, MI 48126",yes,gb model,-83.1887576,42.3289643,"14829 ford rd, dearborn, mi 48126, usa",pink
Roma Bakery and Pizza,(313) 581-5000,"6412 Schaefer Rd Dearborn, MI 48126",yes,no,-83.1761422,42.3370624,"6412 schaefer rd, dearborn, mi 48126, usa",blue
Delight Bakery and Cafe,(313) 469-0124,"21211 Mack Ave Grosse Pointe Woods, MI 48236",NA,NA,-82.9055465,42.4497469,"21211 mack ave, grosse pointe, mi 48236, usa",NA
Patisserie by Matt Knio,(313) 418-0131,"Eastern Market Shed 2 East End Detroit, MI 48207",yes,no,-83.03987169999999,42.3464986,"shed #2, 2518 market st, detroit, mi 48207, usa",blue
Roberto's Bakery,(313) 292-6621,"23807 Van Born Rd Taylor, MI 48180",yes,ish,-83.2677009,42.2688891,"23807 van born rd, taylor, mi 48180, usa",purple
Liberati's Italian Deli and Bakery,(313) 928-8000,"7607 Allen Rd Allen Park, MI 48101",yes,no,-83.2154219,42.2531627,"7607 allen rd, allen park, mi 48101, usa",blue
opera house,NA,"500 Walnut St, Kansas City, MO 64106",not really,not really,-94.5818005,39.1083806,"500 walnut st, kansas city, mo 64106, usa",NA
elvira's cakes,NA,"3838 Independence Ave, Kansas City, MO 64124",yes,ish,-94.5359397,39.1061216,"3838 independence ave, kansas city, mo 64124, usa",purple
Cupcake a la mode,NA,"4639 Wornall Rd, Kansas City, MO 64112",yes,no,-94.5898419,39.0426063,"4639 wornall rd, kansas city, mo 64112, usa",blue
Scola's Original Italian Cookies & Pastries,NA,"8002 N Oak Trafficway, Kansas City, MO 64118",yes,no,-94.5768711,39.2396141,"8002 n oak trafficway, kansas city, mo 64118, usa",blue
McLain's Bakery,NA,"201 E Gregory Blvd, Kansas City, MO 64114",yes,no,-94.5865863,38.9991104,"201 e gregory blvd, kansas city, mo 64114, usa",blue
Messenger Coffee Co. + Ibis Bakery,NA,"1624 Grand Blvd, Kansas City, MO 64108",NA,NA,-94.5815181,39.0934939,"1624 grand blvd, kansas city, mo 64108, usa",NA
Bloom Baking Company,NA,"15 E 3rd St, Kansas City, MO 64106",yes,yes,-94.5826541,39.1098605,"15 e 3rd st, kansas city, mo 64106, usa",red
Bonito Michoacán Bakery,NA,"1200 Minnesota Ave, Kansas City, KS 66102",NA,NA,-94.64098949999999,39.1158916,"1200 minnesota ave, kansas city, ks 66102, usa",NA
Ashleigh's Bakeshop,NA,"115 Westport Rd, Kansas City, MO 64111",yes,no,-94.5878268,39.0543597,"115 westport rd, kansas city, mo 64111, usa",blue
cupcakin bakery,(816) 503-6499,"2450 Grand Blvd, Kansas City, MO 64108",NA,NA,-94.582324,39.08269,"2450 grand blvd, kansas city, mo 64108, usa",NA
smallcakes 64th,NA,"6127 NW 63rd Terrace, Kansas City, MO 64151",NA,NA,-94.6519026,39.209258,"6127 nw 63rd terrace, kansas city, mo 64151, usa",NA
sweet petites kc,NA,"108 E Missouri Ave, Kansas City, MO 64106",yes,no,-94.58089199999999,39.1078502,"108 e missouri ave, kansas city, mo 64106, usa",blue
delicias bakery,NA,"1704 Central Ave, Kansas City, KS 66102",no,no,-94.64851999999999,39.1058801,"1704 central ave, kansas city, ks 66102, usa",blue
The Muffin Top Bakery - Zona Rosa,NA,"8671 NW Prairie View Rd, Kansas City, MO 64153",yes,no,-94.661726,39.2513007,"8671 nw prairie view rd, kansas city, mo 64153, usa",blue
donut king,NA,"2320 Armour Rd, North Kansas City, MO 64116",NA,NA,-94.5549276,39.1466534,"2320 armour rd, north kansas city, mo 64116, usa",NA
donutology,NA,"1009 Westport Rd, Kansas City, MO 64111",yes,no,-94.59866210000001,39.0495807,"1009 westport rd, kansas city, mo 64111, usa",blue
johnnys donuts,NA,"4424 Prospect Ave, Kansas City, MO 64130",NA,NA,-94.5543716,39.0455111,"4424 prospect ave, kansas city, mo 64130, usa",NA
yummys donut palace,NA,"3120 N Stadium Dr, Kansas City, MO 64128",yes,yes,-94.52024730000001,39.0684014,"3120 n stadium dr, kansas city, mo 64129, usa",red
Providence By The Slice,NA,"415 Westport Rd, Kansas City, MO 64111",yes,no,-94.5906784,39.0529821,"415 westport rd, kansas city, mo 64111, usa",blue
SPIN! Pizza,NA,"9474 Renner Blvd, Lenexa, Kansas 66219",NA,NA,-94.7806073,38.9570138,"9474 renner blvd, lenexa, ks 66219, usa",NA
Leo's Pizza,NA,"408 NW Englewood Rd, Kansas City, MO 64118",NA,NA,-94.5871618,39.19720119999999,"408 nw englewood rd, kansas city, mo 64118, usa",NA
Buffalo State Pizza Co. & Bar,NA,"1815 Wyandotte St, Kansas City, MO 64108",yes,no,-94.58575739999999,39.091383,"1815 wyandotte st, kansas city, mo 64108, usa",blue
Mud Pie Bakery & Coffee,NA,"7319 W 95th St, Overland Park, KS 66212",NA,NA,-94.6704709,38.9562713,"7319 w 95th st, overland park, ks 66212, usa",NA
Bo Lings,NA,"4701 Jefferson St Kansas City, MO 64112",yes,no,-94.5944584,39.0420877,"4701 jefferson st, kansas city, mo 64112, usa",blue
Blackhole Bakery,(816) 885-6836,"5531 Troost Ave Kansas City, MO 64110",NA,NA,-94.5735054,39.0259439,"5531 troost ave, kansas city, mo 64110, usa",NA
Enchante,(816) 381-6055,"3934 Main St Kansas City, MO 64111",NA,NA,-94.586525,39.05556199999999,"3934 main st, kansas city, mo 64111, usa",NA
Banksia,(816) 474-9935,"105 W 9th St Kansas City, MO 64105",NA,NA,-94.58443869999999,39.1035283,"105 w 9th st, kansas city, mo 64105, usa",NA
Joelles Baked with Love,(816) 222-4499,"11111 N Oak Trafficway Kansas City, MO 64155",yes,yes,-94.5752583,39.2955145,"11111 n oak trafficway, kansas city, mo 64155, usa",red
Upper Crust Pie Bakery,(913) 642-2999,"7943 Santa Fe Dr Overland Park, KS 66204",yes,yes,-94.6715907,38.9843665,"7943 santa fe dr, overland park, ks 66204, usa",red
Heirloom Bakery and Hearth,(816) 492-7259,"401 E 63rd St Kansas City, MO 64110",yes,yes,-94.5833676,39.0133106,"401 e 63rd st, kansas city, mo 64110, usa",red
Billie's Grocery,(816) 683-4400,"3216 Gillham Plaza Kansas City, MO 64109",no,NA,-94.57932989999999,39.067827,"3216 gillham plaza, kansas city, mo 64109, usa",NA
Panaderia de las Americas,(816) 832-8378,"826 Sw Blvd Kansas City, MO 64108",NA,NA,-94.5943961,39.0846283,"826 southwest blvd, kansas city, mo 64108, usa",NA
Yellow Brick Bakery,(913) 210-9485,"16581 E 151st St Olathe, KS 66062",yes,ish,-94.7771078,38.8544262,"16581 e 151st st, olathe, ks 66062, usa",purple
Two Sugars,(913) 210-9485,"16581 E 151st St Olathe, KS 66062",NA,NA,-94.7771078,38.8544262,"16581 e 151st st, olathe, ks 66062, usa",NA
Cafe Corazon,(816) 301-7480,"1721 Westport Rd Kansas City, MO 64111",NA,NA,-94.6063799,39.0500183,"1721 westport rd, kansas city, mo 64111, usa",NA
Parisi Cafe - Union Station,(816) 569-2399,"30 W Pershing Rd Ste 100 Union Station Kansas City, MO 64108",yes,ish,-94.58557839999999,39.0853282,"30 w pershing rd #100, kansas city, mo 64108, usa",purple
Suvee Sweats Cakery,(816) 800-4200,"6045 NE Antioch Rd Gladstone, MO 64119",yes,no,-94.54771579999999,39.2038224,"6045 ne antioch rd, gladstone, mo 64119, usa",blue
Vested Garment District Coffee,(816) 490-7898,"310 W 8th St Kansas City, MO 64105",NA,NA,-94.5868907,39.1047788,"310 w 8th st, kansas city, mo 64105, usa",NA
Meshuggah Bagels,(816) 330-6016,"1208 W 39th St Kansas City, MO 64111",yes,ish,-94.6009629,39.0573596,"1208 w 39th st, kansas city, mo 64111, usa",purple
Filling Station Midtown,(816) 931-4335,"2980 McGee Trafficway Kansas City, MO 64108",yes,yes,-94.5783001,39.0726745,"2980 mcgee trafficway, kansas city, mo 64108, usa",red
Donut King,(816) 472-1412,"2320 Armour Rd North Kansas City, MO 64116",yes,ish,-94.5549276,39.1466534,"2320 armour rd, north kansas city, mo 64116, usa",purple
City Market Coffee House,(816) 718-3005,"305 Main St Kansas City, MO 64105",no,NA,-94.58301449999999,39.1095725,"305 main st, kansas city, mo 64106, usa",NA
Mother Earth Coffee,(816) 453-8255,"3504 Gillham Rd Kansas City, MO 64111",yes,ish,-94.581323,39.06323,"3504 gillham rd, kansas city, mo 64111, usa",purple
Threebearsbakerybbq,(913) 405-5008,"13723 W 108th St Lenexa, KS 66215",no,NA,-94.7453628,38.9324782,"13723 w 108th st, lenexa, ks 66215, usa",NA
The Roasterie Cafe,(816) 333-9700,"6223 Brookside Blvd Kansas City, MO 64113",yes,ish,-94.59079940000001,39.0146575,"6223 brookside blvd, kansas city, mo 64113, usa",purple
Jazzman's Cafe and Bakery,(928) 523-2372,"5115 Oak St Kansas City, MO 64112",NA,NA,-94.58219199999999,39.0341175,"administrative center, 5115 oak st, kansas city, mo 64112, usa",NA
Pasteleria Osuna,(913) 279-0430,"749 Central Ave, Kansas City, KS 66101",yes,ish,-94.62820789999999,39.101794100000014,"749 central ave, kansas city, ks 66101, usa",purple
Dolce Bakery,(913) 236-4411,"3930 W 69th Terrace, Prairie Village, KS 66208",NA,NA,-94.6313358,39.0023247,"3930 w 69th terrace, prairie village, ks 66208, usa",NA
Hy-Vee Bakery,(913) 383-8303,"7620 State Line Rd, Prairie Village, KS 66208",yes,yes,-94.6097437,38.989934,"7620 state line rd, prairie village, ks 66208, usa",red
Connie's Cookies Kansas City,(913) 649-6700,"9224 Metcalf Ave, Overland Park, KS 66212",no,NA,-94.6688956,38.9614304,"9224 metcalf ave, overland park, ks 66212, usa",NA
