LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,137.9549,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,75.95255,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,11.05401,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,53.10902,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,79.36978,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,126.6981,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,103.5194,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,111.0322,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,28.59028,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,81.89079,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,65.15742,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,75.64095,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,166.3147,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,48.39926,,A,,,,,,,
MEX,Mexico,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,35.46264,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,67.6476,,A,,,,,,,
FIN,Finland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,51.53312,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,56.06913,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,115.7454,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,72.53215,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,77.18485,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,9.932494,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,54.29779,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,127.9979,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,65.4857,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,28.59608,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,81.56144,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,83.22675,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,72.70798,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,28.19514,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,118.5201,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,67.25027,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,68.24917,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,53.07943,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,45.90245,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,14.635,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,32.18282,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,74.01518,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,19.06704,,A,,,,,,,
FIN,Finland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,53.02011,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,114.6676,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,42.84535,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,72.1219,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,58.27705,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,120.0464,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,61.97023,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,35.5011,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,35.15276,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,59.49084,,A,,,,,,,
NZL,New Zealand,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,56.65,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,25.40861,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,37.5419,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,52.95882,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,71.71221,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,65.43715,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,144.1518,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,64.099,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,115.1356,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,42.48662,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,254.4614,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2002,,34.05576,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2002,,117.5052,,A,,,,,,,
ISR,Israel,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2002,,91.81364,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2002,,59.58066,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2002,,51.50904,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2002,,54.02126,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,65.46413,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,58.7788,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,45.94862,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,60.4558,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,63.29469,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,71.04991,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,121.6588,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,6.797215,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,50.60777,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,53.85418,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,62.41231,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,118.4488,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,30.34488,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,66.86295,,A,,,,,,,
OECD,OECD - Total,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,71.94,,A,,,,,,,
CHL,Chile,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,11.33342,,A,,,,,,,
ISR,Israel,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,78.84439,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,42.35281,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,36.06627,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,51.55544,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,13.47349,,A,,,,,,,
ISL,Iceland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,92.9235,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,75.94181,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,17.05363,,A,,,,,,,
CZE,Czechia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,30.56147,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,85.44472,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,27.3892,,A,,,,,,,
NZL,New Zealand,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,25.73,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,53.09283,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,8.109703,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,52.93974,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,49.46764,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,114.6952,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,33.06923,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,69.52224,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,21.97566,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,85.9206,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,59.33914,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,82.98192,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,58.0448,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,172.6969,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,15.04141,,A,,,,,,,
ISL,Iceland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,96.02457,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,28.86788,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,18.75649,,A,,,,,,,
CZE,Czechia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,32.40132,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,92.56804,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,82.14224,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,8.245418,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,53.8015,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,55.68204,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,59.44384,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,117.2784,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,116.8701,,A,,,,,,,
OECD,OECD - Total,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,77.05,,A,,,,,,,
ISR,Israel,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,79.81136,,A,,,,,,,
CHL,Chile,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,12.48113,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,47.68485,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,34.8899,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,53.87738,,A,,,,,,,
MEX,Mexico,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,46.91888,,A,,,,,,,
FIN,Finland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,40.32224,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,41.93992,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,74.19278,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,102.3672,,A,,,,,,,
NZL,New Zealand,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,27.67,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,8.471504,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,67.18386,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,45.81551,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,62.68808,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,112.5892,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,27.29396,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,88.83207,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,64.67592,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,80.57453,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,50.2183,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,171.6765,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,18.09543,,A,,,,,,,
ISL,Iceland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,110.7433,,A,,,,,,,
CZE,Czechia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,32.90155,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,20.14822,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,80.54945,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,30.7599,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,95.48022,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,31.42129,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,83.38242,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,86.06267,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,130.3572,,A,,,,,,,
OECD,OECD - Total,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,94.71,,A,,,,,,,
ISR,Israel,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,79.62252,,A,,,,,,,
CHL,Chile,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,15.36782,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,91.28764,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,67.3768,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,48.34642,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,62.21869,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,69.35748,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,57.60004,,A,,,,,,,
ISL,Iceland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,110.2269,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,31.34985,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,83.1094,,A,,,,,,,
KOR,Korea,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,59.87044,,A,,,,,,,
CZE,Czechia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,48.46438,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,134.0756,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,138.0269,,A,,,,,,,
NZL,New Zealand,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,53.27,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,24.33844,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,41.36963,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,58.86705,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,88.66338,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,224.6463,,A,,,,,,,
MEX,Mexico,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,39.18898,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,86.33044,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,49.26747,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,110.7297,,A,,,,,,,
FIN,Finland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,51.63221,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,67.46944,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,44.18434,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,78.31355,,A,,,,,,,
OECD,OECD - Total,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,89.38,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,55.14308,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,132.2773,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,137.316,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,35.64605,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,226.6466,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,49.14603,,A,,,,,,,
ISL,Iceland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,164.7521,,A,,,,,,,
CZE,Czechia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,56.23002,,A,,,,,,,
KOR,Korea,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,47.45657,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,27.48178,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,111.9382,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,58.37347,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,113.7484,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,51.23444,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,129.3636,,A,,,,,,,
OAVG,OECD - Average,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,82.17,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,102.7704,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,80.13129,,A,,,,,,,
OECD,OECD - Total,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,107.91,,A,,,,,,,
CHL,Chile,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,24.29287,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,113.9829,,A,,,,,,,
ISR,Israel,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,78.53336,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,121.0581,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,70.31261,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,156.9171,,A,,,,,,,
